note_str,pitch,instrument_family_str
bass_synthetic_035-101-025,101,bass
organ_electronic_026-062-025,62,organ
reed_acoustic_030-098-075,98,reed
organ_electronic_071-065-127,65,organ
bass_synthetic_102-084-100,84,bass
organ_electronic_039-039-127,39,organ
organ_electronic_038-082-127,82,organ
string_acoustic_002-079-050,79,string
keyboard_electronic_109-059-100,59,keyboard
bass_electronic_029-023-127,23,bass
flute_synthetic_005-025-100,25,flute
mallet_acoustic_027-058-127,58,mallet
bass_synthetic_054-073-025,73,bass
reed_acoustic_035-087-075,87,reed
keyboard_electronic_032-059-127,59,keyboard
mallet_acoustic_003-022-100,22,mallet
reed_acoustic_052-082-050,82,reed
mallet_acoustic_042-041-025,41,mallet
string_acoustic_078-083-050,83,string
bass_synthetic_007-069-075,69,bass
vocal_synthetic_006-097-075,97,vocal
mallet_acoustic_014-061-075,61,mallet
mallet_acoustic_012-106-127,106,mallet
keyboard_acoustic_011-091-127,91,keyboard
reed_acoustic_014-074-127,74,reed
brass_acoustic_033-072-127,72,brass
string_acoustic_008-050-127,50,string
bass_synthetic_019-043-075,43,bass
bass_synthetic_011-066-075,66,bass
bass_synthetic_028-108-075,108,bass
organ_electronic_074-043-025,43,organ
guitar_acoustic_002-091-025,91,guitar
keyboard_electronic_040-040-050,40,keyboard
keyboard_electronic_019-069-100,69,keyboard
bass_synthetic_055-056-050,56,bass
organ_electronic_085-032-050,32,organ
mallet_acoustic_058-077-075,77,mallet
reed_acoustic_000-079-100,79,reed
reed_acoustic_003-091-050,91,reed
string_acoustic_028-046-100,46,string
keyboard_electronic_032-032-050,32,keyboard
organ_electronic_013-047-127,47,organ
mallet_acoustic_046-064-025,64,mallet
organ_electronic_015-034-127,34,organ
bass_synthetic_054-038-127,38,bass
brass_acoustic_027-068-050,68,brass
keyboard_acoustic_008-082-127,82,keyboard
keyboard_acoustic_014-106-100,106,keyboard
organ_electronic_067-066-075,66,organ
keyboard_electronic_047-074-100,74,keyboard
mallet_electronic_011-091-025,91,mallet
mallet_electronic_002-071-100,71,mallet
guitar_acoustic_007-065-025,65,guitar
keyboard_electronic_050-058-127,58,keyboard
guitar_synthetic_004-071-075,71,guitar
guitar_acoustic_004-102-100,102,guitar
reed_acoustic_052-051-075,51,reed
mallet_acoustic_068-102-127,102,mallet
reed_acoustic_035-082-050,82,reed
organ_electronic_063-048-075,48,organ
bass_synthetic_142-032-127,32,bass
organ_electronic_043-074-050,74,organ
mallet_electronic_001-095-025,95,mallet
brass_acoustic_035-065-025,65,brass
organ_electronic_025-077-100,77,organ
guitar_electronic_040-070-127,70,guitar
keyboard_acoustic_005-036-050,36,keyboard
bass_synthetic_069-088-100,88,bass
string_acoustic_064-069-075,69,string
keyboard_acoustic_007-051-025,51,keyboard
mallet_electronic_009-055-075,55,mallet
bass_synthetic_106-030-075,30,bass
keyboard_electronic_107-080-127,80,keyboard
organ_electronic_049-040-025,40,organ
brass_acoustic_045-026-050,26,brass
flute_acoustic_001-098-050,98,flute
organ_electronic_072-042-075,42,organ
bass_synthetic_107-041-050,41,bass
bass_synthetic_061-042-075,42,bass
guitar_electronic_021-039-100,39,guitar
guitar_electronic_038-085-100,85,guitar
mallet_acoustic_038-069-127,69,mallet
bass_electronic_000-054-025,54,bass
vocal_synthetic_001-023-127,23,vocal
keyboard_electronic_050-048-075,48,keyboard
bass_synthetic_138-027-075,27,bass
vocal_synthetic_005-080-127,80,vocal
bass_synthetic_111-013-075,13,bass
bass_synthetic_057-054-025,54,bass
bass_synthetic_005-029-075,29,bass
keyboard_electronic_094-078-050,78,keyboard
bass_electronic_035-044-050,44,bass
bass_synthetic_053-022-025,22,bass
bass_synthetic_022-061-127,61,bass
keyboard_acoustic_006-048-025,48,keyboard
keyboard_electronic_106-057-127,57,keyboard
organ_acoustic_002-075-127,75,organ
bass_electronic_036-031-100,31,bass
bass_synthetic_114-089-075,89,bass
mallet_synthetic_001-057-025,57,mallet
string_acoustic_048-059-075,59,string
mallet_acoustic_006-077-050,77,mallet
mallet_electronic_003-035-127,35,mallet
keyboard_electronic_052-069-127,69,keyboard
guitar_acoustic_007-100-127,100,guitar
flute_acoustic_009-048-025,48,flute
keyboard_electronic_071-074-050,74,keyboard
bass_synthetic_137-037-025,37,bass
keyboard_electronic_093-027-100,27,keyboard
flute_acoustic_020-060-127,60,flute
bass_synthetic_119-068-127,68,bass
bass_synthetic_103-026-127,26,bass
organ_electronic_097-083-025,83,organ
bass_synthetic_071-069-025,69,bass
bass_synthetic_082-068-075,68,bass
keyboard_electronic_059-034-100,34,keyboard
bass_synthetic_028-055-025,55,bass
mallet_acoustic_039-058-050,58,mallet
keyboard_acoustic_003-103-075,103,keyboard
keyboard_acoustic_008-097-025,97,keyboard
keyboard_electronic_104-087-100,87,keyboard
keyboard_electronic_054-108-025,108,keyboard
vocal_synthetic_015-094-127,94,vocal
bass_synthetic_093-039-100,39,bass
bass_synthetic_131-054-050,54,bass
bass_synthetic_038-047-127,47,bass
guitar_electronic_024-078-100,78,guitar
bass_synthetic_141-023-075,23,bass
keyboard_electronic_108-109-127,109,keyboard
synth_lead_synthetic_000-083-075,83,synth_lead
organ_electronic_079-084-025,84,organ
keyboard_electronic_087-093-025,93,keyboard
keyboard_synthetic_001-062-050,62,keyboard
keyboard_electronic_066-030-127,30,keyboard
flute_acoustic_025-057-100,57,flute
bass_synthetic_063-061-025,61,bass
guitar_electronic_039-070-075,70,guitar
guitar_synthetic_012-065-127,65,guitar
bass_synthetic_099-038-050,38,bass
mallet_acoustic_003-083-025,83,mallet
keyboard_electronic_087-069-075,69,keyboard
string_acoustic_061-072-100,72,string
mallet_acoustic_027-051-100,51,mallet
guitar_synthetic_003-044-075,44,guitar
guitar_electronic_040-039-127,39,guitar
mallet_acoustic_024-072-075,72,mallet
reed_acoustic_021-054-100,54,reed
bass_synthetic_121-083-025,83,bass
synth_lead_synthetic_001-092-075,92,synth_lead
keyboard_synthetic_006-058-100,58,keyboard
bass_synthetic_023-041-050,41,bass
keyboard_electronic_026-054-050,54,keyboard
mallet_acoustic_018-063-050,63,mallet
bass_synthetic_086-031-075,31,bass
bass_synthetic_000-059-025,59,bass
keyboard_electronic_062-070-050,70,keyboard
reed_acoustic_041-038-100,38,reed
keyboard_electronic_037-081-100,81,keyboard
bass_synthetic_093-097-025,97,bass
mallet_acoustic_012-073-127,73,mallet
vocal_acoustic_028-056-075,56,vocal
string_electronic_001-089-127,89,string
reed_synthetic_001-070-050,70,reed
mallet_synthetic_000-054-025,54,mallet
organ_electronic_038-084-025,84,organ
keyboard_acoustic_009-086-050,86,keyboard
bass_synthetic_087-089-127,89,bass
keyboard_electronic_043-094-127,94,keyboard
mallet_acoustic_041-100-075,100,mallet
bass_synthetic_029-025-050,25,bass
keyboard_synthetic_002-076-025,76,keyboard
bass_synthetic_065-088-127,88,bass
organ_electronic_097-034-127,34,organ
bass_synthetic_064-088-127,88,bass
guitar_electronic_000-044-100,44,guitar
brass_acoustic_007-056-025,56,brass
keyboard_electronic_061-052-050,52,keyboard
vocal_electronic_001-047-127,47,vocal
guitar_electronic_038-071-075,71,guitar
bass_synthetic_021-058-127,58,bass
organ_electronic_050-038-075,38,organ
keyboard_electronic_005-090-025,90,keyboard
flute_acoustic_000-088-025,88,flute
keyboard_electronic_106-065-100,65,keyboard
bass_synthetic_046-078-127,78,bass
mallet_electronic_013-101-127,101,mallet
bass_synthetic_152-076-127,76,bass
reed_acoustic_050-072-100,72,reed
bass_synthetic_044-023-025,23,bass
vocal_synthetic_012-032-127,32,vocal
mallet_acoustic_021-064-075,64,mallet
bass_synthetic_018-035-075,35,bass
bass_synthetic_084-065-050,65,bass
organ_electronic_063-027-100,27,organ
mallet_acoustic_058-066-127,66,mallet
bass_synthetic_105-053-100,53,bass
organ_electronic_014-031-127,31,organ
organ_electronic_102-059-025,59,organ
reed_acoustic_022-061-075,61,reed
keyboard_electronic_061-030-127,30,keyboard
organ_electronic_126-072-075,72,organ
string_acoustic_073-027-100,27,string
string_acoustic_040-074-100,74,string
reed_acoustic_013-041-075,41,reed
brass_acoustic_049-070-075,70,brass
bass_synthetic_041-080-127,80,bass
guitar_electronic_018-096-127,96,guitar
mallet_acoustic_041-105-050,105,mallet
keyboard_acoustic_008-081-075,81,keyboard
keyboard_electronic_067-079-025,79,keyboard
mallet_electronic_006-085-127,85,mallet
keyboard_electronic_017-023-025,23,keyboard
guitar_acoustic_034-094-127,94,guitar
reed_acoustic_033-035-127,35,reed
mallet_acoustic_038-098-100,98,mallet
string_acoustic_066-058-127,58,string
keyboard_acoustic_019-028-075,28,keyboard
bass_synthetic_005-054-100,54,bass
mallet_synthetic_002-075-075,75,mallet
guitar_acoustic_026-099-127,99,guitar
synth_lead_synthetic_012-063-050,63,synth_lead
bass_electronic_004-028-075,28,bass
flute_acoustic_004-074-100,74,flute
bass_electronic_000-031-075,31,bass
guitar_electronic_036-069-050,69,guitar
guitar_electronic_005-032-127,32,guitar
bass_synthetic_111-035-050,35,bass
vocal_synthetic_006-102-050,102,vocal
organ_electronic_049-030-075,30,organ
mallet_acoustic_030-066-025,66,mallet
organ_electronic_022-067-127,67,organ
mallet_acoustic_038-096-100,96,mallet
keyboard_electronic_023-089-127,89,keyboard
bass_synthetic_007-057-100,57,bass
bass_synthetic_082-033-075,33,bass
string_acoustic_028-051-075,51,string
keyboard_electronic_007-066-050,66,keyboard
keyboard_electronic_032-068-127,68,keyboard
keyboard_acoustic_016-042-050,42,keyboard
vocal_synthetic_007-048-025,48,vocal
bass_synthetic_018-076-127,76,bass
keyboard_electronic_088-082-025,82,keyboard
guitar_electronic_019-049-075,49,guitar
string_acoustic_042-052-025,52,string
bass_synthetic_069-051-100,51,bass
keyboard_electronic_104-069-050,69,keyboard
string_acoustic_069-072-075,72,string
brass_acoustic_045-029-075,29,brass
keyboard_acoustic_009-035-025,35,keyboard
keyboard_electronic_013-036-050,36,keyboard
guitar_acoustic_004-042-025,42,guitar
string_acoustic_059-049-127,49,string
vocal_synthetic_009-067-025,67,vocal
mallet_acoustic_044-054-075,54,mallet
reed_acoustic_040-046-100,46,reed
guitar_electronic_015-094-025,94,guitar
bass_synthetic_064-059-025,59,bass
bass_synthetic_103-041-100,41,bass
bass_electronic_004-050-025,50,bass
string_acoustic_078-079-025,79,string
bass_synthetic_093-074-025,74,bass
vocal_acoustic_013-045-025,45,vocal
organ_electronic_063-083-025,83,organ
organ_electronic_039-062-025,62,organ
keyboard_acoustic_003-090-127,90,keyboard
mallet_acoustic_042-095-050,95,mallet
bass_synthetic_143-085-050,85,bass
organ_electronic_075-072-050,72,organ
brass_acoustic_011-036-127,36,brass
bass_electronic_002-051-127,51,bass
bass_synthetic_137-077-127,77,bass
keyboard_electronic_064-085-075,85,keyboard
vocal_acoustic_013-072-050,72,vocal
string_acoustic_064-038-050,38,string
bass_synthetic_013-074-025,74,bass
bass_synthetic_095-078-075,78,bass
keyboard_acoustic_013-090-075,90,keyboard
mallet_acoustic_001-105-050,105,mallet
reed_acoustic_047-072-075,72,reed
flute_synthetic_007-075-127,75,flute
synth_lead_synthetic_006-055-050,55,synth_lead
brass_acoustic_047-064-050,64,brass
keyboard_electronic_107-058-025,58,keyboard
organ_electronic_000-057-025,57,organ
organ_electronic_058-027-127,27,organ
organ_electronic_018-056-100,56,organ
keyboard_electronic_006-043-075,43,keyboard
bass_synthetic_062-022-050,22,bass
keyboard_electronic_018-080-075,80,keyboard
mallet_electronic_010-068-127,68,mallet
organ_electronic_083-060-100,60,organ
flute_synthetic_004-082-075,82,flute
organ_electronic_068-066-100,66,organ
string_acoustic_023-051-025,51,string
string_acoustic_042-054-127,54,string
mallet_electronic_003-022-127,22,mallet
mallet_acoustic_019-021-100,21,mallet
keyboard_electronic_035-051-075,51,keyboard
string_acoustic_001-065-100,65,string
string_acoustic_001-066-127,66,string
mallet_acoustic_054-077-025,77,mallet
mallet_acoustic_002-078-075,78,mallet
flute_acoustic_014-056-075,56,flute
organ_electronic_024-095-025,95,organ
bass_synthetic_037-065-025,65,bass
vocal_acoustic_026-039-075,39,vocal
mallet_acoustic_077-083-050,83,mallet
mallet_acoustic_064-028-050,28,mallet
mallet_electronic_013-066-050,66,mallet
bass_synthetic_104-077-050,77,bass
organ_electronic_055-026-075,26,organ
keyboard_electronic_091-043-100,43,keyboard
keyboard_electronic_031-071-100,71,keyboard
organ_electronic_060-064-100,64,organ
flute_synthetic_004-067-127,67,flute
bass_synthetic_070-097-127,97,bass
bass_synthetic_120-079-100,79,bass
keyboard_electronic_015-057-100,57,keyboard
string_acoustic_000-091-050,91,string
guitar_synthetic_002-047-025,47,guitar
keyboard_synthetic_010-066-100,66,keyboard
bass_synthetic_089-079-100,79,bass
string_acoustic_077-053-127,53,string
mallet_acoustic_022-075-025,75,mallet
bass_electronic_005-045-050,45,bass
string_acoustic_028-062-025,62,string
string_acoustic_030-070-127,70,string
guitar_electronic_042-058-100,58,guitar
keyboard_electronic_072-027-025,27,keyboard
organ_electronic_115-025-127,25,organ
bass_synthetic_124-069-127,69,bass
organ_electronic_026-053-100,53,organ
synth_lead_synthetic_006-056-050,56,synth_lead
brass_acoustic_031-084-025,84,brass
bass_synthetic_082-064-050,64,bass
vocal_synthetic_007-048-100,48,vocal
vocal_synthetic_015-044-025,44,vocal
reed_acoustic_056-053-050,53,reed
mallet_synthetic_003-058-100,58,mallet
guitar_electronic_045-055-127,55,guitar
organ_electronic_008-033-075,33,organ
organ_electronic_077-046-127,46,organ
synth_lead_synthetic_012-024-100,24,synth_lead
bass_synthetic_120-038-025,38,bass
bass_synthetic_001-063-075,63,bass
organ_electronic_051-045-127,45,organ
mallet_electronic_008-097-100,97,mallet
bass_synthetic_145-093-127,93,bass
bass_electronic_005-042-025,42,bass
guitar_acoustic_008-073-100,73,guitar
organ_electronic_042-065-075,65,organ
bass_synthetic_143-032-100,32,bass
mallet_acoustic_009-103-100,103,mallet
organ_electronic_069-106-100,106,organ
keyboard_electronic_006-077-127,77,keyboard
reed_acoustic_015-048-075,48,reed
keyboard_electronic_014-087-127,87,keyboard
string_acoustic_006-086-100,86,string
brass_acoustic_030-025-050,25,brass
mallet_acoustic_011-039-025,39,mallet
vocal_acoustic_017-054-127,54,vocal
guitar_electronic_001-054-127,54,guitar
mallet_acoustic_030-067-025,67,mallet
bass_synthetic_057-081-100,81,bass
mallet_electronic_012-104-127,104,mallet
keyboard_electronic_062-079-050,79,keyboard
reed_acoustic_035-070-100,70,reed
keyboard_electronic_052-075-127,75,keyboard
mallet_acoustic_067-033-127,33,mallet
flute_acoustic_009-086-127,86,flute
mallet_electronic_010-081-075,81,mallet
organ_electronic_012-029-050,29,organ
guitar_electronic_023-076-050,76,guitar
bass_synthetic_131-075-025,75,bass
keyboard_electronic_045-092-050,92,keyboard
vocal_synthetic_006-066-025,66,vocal
bass_synthetic_026-094-075,94,bass
keyboard_electronic_034-091-050,91,keyboard
bass_synthetic_048-038-050,38,bass
bass_synthetic_087-078-100,78,bass
keyboard_electronic_092-041-127,41,keyboard
keyboard_electronic_109-037-100,37,keyboard
guitar_acoustic_002-048-025,48,guitar
keyboard_acoustic_001-089-127,89,keyboard
mallet_acoustic_005-032-127,32,mallet
mallet_acoustic_052-067-127,67,mallet
keyboard_electronic_085-039-075,39,keyboard
keyboard_electronic_094-037-100,37,keyboard
bass_synthetic_051-097-025,97,bass
keyboard_electronic_094-034-127,34,keyboard
bass_synthetic_141-083-075,83,bass
mallet_acoustic_077-086-075,86,mallet
bass_synthetic_052-033-075,33,bass
mallet_acoustic_042-050-127,50,mallet
keyboard_electronic_083-101-025,101,keyboard
keyboard_electronic_018-024-127,24,keyboard
reed_acoustic_021-063-100,63,reed
mallet_acoustic_069-070-050,70,mallet
bass_synthetic_056-079-050,79,bass
mallet_electronic_003-082-100,82,mallet
string_acoustic_025-092-025,92,string
keyboard_electronic_107-025-025,25,keyboard
bass_electronic_032-047-025,47,bass
bass_synthetic_072-055-025,55,bass
keyboard_electronic_043-042-050,42,keyboard
bass_synthetic_136-096-127,96,bass
mallet_electronic_012-044-025,44,mallet
organ_electronic_095-061-100,61,organ
string_acoustic_038-083-025,83,string
bass_electronic_004-055-050,55,bass
vocal_acoustic_003-075-050,75,vocal
mallet_electronic_004-042-025,42,mallet
vocal_synthetic_001-065-100,65,vocal
bass_synthetic_095-036-127,36,bass
keyboard_electronic_090-056-100,56,keyboard
bass_synthetic_040-064-127,64,bass
string_acoustic_062-057-127,57,string
bass_synthetic_065-033-025,33,bass
flute_acoustic_022-087-127,87,flute
mallet_acoustic_010-102-075,102,mallet
keyboard_electronic_051-087-127,87,keyboard
flute_acoustic_007-051-050,51,flute
keyboard_electronic_032-057-075,57,keyboard
mallet_electronic_006-084-100,84,mallet
vocal_acoustic_026-038-025,38,vocal
bass_synthetic_076-041-127,41,bass
organ_electronic_058-027-050,27,organ
bass_synthetic_148-063-127,63,bass
organ_electronic_087-075-100,75,organ
reed_acoustic_056-066-050,66,reed
bass_synthetic_004-042-025,42,bass
bass_synthetic_019-107-050,107,bass
bass_synthetic_066-088-100,88,bass
guitar_electronic_005-063-050,63,guitar
mallet_acoustic_002-040-050,40,mallet
vocal_acoustic_021-060-075,60,vocal
reed_acoustic_048-032-025,32,reed
brass_acoustic_019-084-100,84,brass
bass_synthetic_026-064-075,64,bass
organ_electronic_056-073-127,73,organ
string_acoustic_089-051-100,51,string
mallet_acoustic_036-091-025,91,mallet
guitar_electronic_017-087-127,87,guitar
bass_synthetic_067-036-127,36,bass
string_acoustic_047-061-050,61,string
bass_synthetic_145-078-075,78,bass
reed_acoustic_049-070-025,70,reed
brass_acoustic_033-054-025,54,brass
bass_synthetic_028-048-025,48,bass
mallet_acoustic_032-106-050,106,mallet
mallet_acoustic_033-070-100,70,mallet
mallet_acoustic_020-088-050,88,mallet
mallet_acoustic_041-072-100,72,mallet
mallet_acoustic_080-085-100,85,mallet
bass_electronic_026-035-127,35,bass
organ_electronic_063-067-075,67,organ
reed_acoustic_041-070-075,70,reed
bass_synthetic_116-056-075,56,bass
flute_acoustic_026-095-075,95,flute
keyboard_electronic_006-029-025,29,keyboard
flute_acoustic_009-078-025,78,flute
guitar_electronic_023-054-075,54,guitar
mallet_synthetic_000-043-100,43,mallet
organ_electronic_048-040-025,40,organ
brass_acoustic_044-087-100,87,brass
mallet_acoustic_016-074-075,74,mallet
bass_electronic_012-049-050,49,bass
vocal_acoustic_019-063-050,63,vocal
guitar_electronic_042-080-025,80,guitar
organ_electronic_054-073-075,73,organ
string_acoustic_076-081-100,81,string
mallet_acoustic_038-072-050,72,mallet
keyboard_electronic_060-025-075,25,keyboard
mallet_acoustic_022-042-025,42,mallet
keyboard_electronic_010-033-050,33,keyboard
keyboard_electronic_008-084-050,84,keyboard
organ_electronic_110-034-127,34,organ
mallet_acoustic_065-066-050,66,mallet
bass_synthetic_012-046-127,46,bass
organ_electronic_024-099-050,99,organ
bass_electronic_008-030-025,30,bass
bass_synthetic_024-030-100,30,bass
string_acoustic_081-041-127,41,string
keyboard_synthetic_007-051-050,51,keyboard
keyboard_electronic_044-044-025,44,keyboard
guitar_electronic_032-038-025,38,guitar
mallet_acoustic_035-080-100,80,mallet
reed_acoustic_020-055-075,55,reed
organ_electronic_065-063-127,63,organ
string_acoustic_016-029-025,29,string
organ_electronic_043-026-025,26,organ
keyboard_electronic_089-070-100,70,keyboard
keyboard_electronic_048-045-127,45,keyboard
guitar_acoustic_026-061-075,61,guitar
bass_synthetic_079-039-127,39,bass
brass_acoustic_003-073-127,73,brass
mallet_acoustic_066-072-025,72,mallet
organ_electronic_079-079-050,79,organ
keyboard_electronic_015-033-100,33,keyboard
keyboard_acoustic_000-061-025,61,keyboard
bass_synthetic_051-087-100,87,bass
reed_acoustic_030-028-075,28,reed
mallet_acoustic_023-100-025,100,mallet
organ_electronic_040-065-050,65,organ
guitar_electronic_041-039-127,39,guitar
bass_synthetic_043-107-075,107,bass
mallet_acoustic_043-038-050,38,mallet
keyboard_electronic_102-034-025,34,keyboard
bass_acoustic_000-063-127,63,bass
vocal_synthetic_013-050-100,50,vocal
organ_electronic_059-031-025,31,organ
guitar_acoustic_013-090-050,90,guitar
reed_acoustic_005-031-050,31,reed
mallet_acoustic_008-026-050,26,mallet
bass_synthetic_005-091-075,91,bass
reed_acoustic_059-064-075,64,reed
mallet_acoustic_058-079-100,79,mallet
string_acoustic_066-067-050,67,string
mallet_acoustic_024-094-075,94,mallet
bass_synthetic_100-078-025,78,bass
keyboard_synthetic_010-096-075,96,keyboard
vocal_acoustic_022-079-050,79,vocal
guitar_electronic_027-063-025,63,guitar
mallet_acoustic_030-055-100,55,mallet
guitar_electronic_025-069-100,69,guitar
keyboard_electronic_080-099-050,99,keyboard
brass_acoustic_062-050-025,50,brass
brass_acoustic_009-035-100,35,brass
organ_electronic_069-042-050,42,organ
organ_electronic_109-051-050,51,organ
bass_synthetic_078-099-100,99,bass
mallet_electronic_008-097-025,97,mallet
organ_electronic_000-072-100,72,organ
bass_synthetic_040-022-100,22,bass
bass_synthetic_145-061-100,61,bass
brass_acoustic_064-069-075,69,brass
keyboard_electronic_072-102-075,102,keyboard
vocal_synthetic_012-047-025,47,vocal
keyboard_electronic_104-056-100,56,keyboard
keyboard_electronic_094-082-050,82,keyboard
brass_acoustic_011-036-075,36,brass
mallet_acoustic_051-028-100,28,mallet
bass_electronic_035-052-100,52,bass
guitar_electronic_007-078-075,78,guitar
vocal_synthetic_013-063-025,63,vocal
bass_electronic_003-041-025,41,bass
brass_acoustic_029-057-050,57,brass
keyboard_electronic_102-092-100,92,keyboard
guitar_electronic_012-046-100,46,guitar
keyboard_electronic_031-057-127,57,keyboard
mallet_acoustic_052-063-050,63,mallet
string_acoustic_084-072-100,72,string
flute_acoustic_024-065-127,65,flute
string_acoustic_055-096-100,96,string
flute_acoustic_007-059-075,59,flute
bass_electronic_013-065-075,65,bass
organ_electronic_059-025-100,25,organ
mallet_acoustic_053-038-075,38,mallet
guitar_synthetic_009-039-050,39,guitar
organ_electronic_015-041-100,41,organ
string_acoustic_081-067-050,67,string
bass_synthetic_140-044-127,44,bass
guitar_acoustic_016-022-050,22,guitar
string_acoustic_043-059-050,59,string
guitar_acoustic_027-057-127,57,guitar
bass_synthetic_111-037-025,37,bass
keyboard_synthetic_001-078-050,78,keyboard
keyboard_electronic_077-031-127,31,keyboard
bass_synthetic_083-042-100,42,bass
flute_acoustic_008-069-050,69,flute
guitar_electronic_035-081-050,81,guitar
bass_synthetic_067-074-075,74,bass
organ_electronic_086-040-075,40,organ
vocal_synthetic_008-068-025,68,vocal
brass_acoustic_017-051-127,51,brass
organ_electronic_056-039-075,39,organ
mallet_acoustic_032-092-100,92,mallet
keyboard_electronic_007-059-075,59,keyboard
bass_synthetic_148-098-127,98,bass
guitar_acoustic_011-081-075,81,guitar
mallet_electronic_007-085-050,85,mallet
vocal_synthetic_007-051-075,51,vocal
keyboard_acoustic_010-067-075,67,keyboard
organ_electronic_041-055-075,55,organ
mallet_acoustic_025-097-100,97,mallet
keyboard_electronic_039-096-050,96,keyboard
keyboard_acoustic_012-038-127,38,keyboard
organ_electronic_051-070-050,70,organ
guitar_electronic_026-097-075,97,guitar
vocal_acoustic_026-046-127,46,vocal
bass_synthetic_017-083-050,83,bass
bass_synthetic_123-041-127,41,bass
organ_electronic_080-053-100,53,organ
bass_synthetic_032-035-075,35,bass
organ_electronic_114-039-127,39,organ
keyboard_electronic_067-099-050,99,keyboard
guitar_synthetic_007-102-075,102,guitar
mallet_acoustic_032-074-050,74,mallet
bass_synthetic_128-082-075,82,bass
bass_synthetic_114-031-127,31,bass
flute_acoustic_018-106-050,106,flute
mallet_acoustic_011-095-100,95,mallet
brass_acoustic_036-070-025,70,brass
mallet_electronic_008-066-100,66,mallet
bass_synthetic_058-040-025,40,bass
string_acoustic_035-089-100,89,string
organ_electronic_008-087-127,87,organ
guitar_acoustic_016-029-127,29,guitar
guitar_synthetic_004-068-075,68,guitar
mallet_acoustic_020-031-050,31,mallet
organ_electronic_086-050-127,50,organ
bass_electronic_029-051-075,51,bass
mallet_acoustic_008-107-025,107,mallet
guitar_electronic_045-077-025,77,guitar
guitar_acoustic_032-047-050,47,guitar
guitar_synthetic_007-091-075,91,guitar
guitar_electronic_003-042-100,42,guitar
mallet_acoustic_050-048-127,48,mallet
keyboard_electronic_086-046-025,46,keyboard
bass_synthetic_018-099-100,99,bass
mallet_acoustic_046-081-127,81,mallet
vocal_synthetic_008-103-075,103,vocal
synth_lead_synthetic_002-043-025,43,synth_lead
bass_synthetic_114-093-025,93,bass
mallet_acoustic_049-079-100,79,mallet
organ_electronic_042-042-127,42,organ
bass_synthetic_019-044-127,44,bass
organ_electronic_000-074-127,74,organ
bass_synthetic_121-036-100,36,bass
mallet_electronic_011-069-127,69,mallet
bass_synthetic_106-069-025,69,bass
string_acoustic_077-042-100,42,string
bass_electronic_029-062-025,62,bass
keyboard_electronic_005-045-050,45,keyboard
keyboard_acoustic_000-052-127,52,keyboard
mallet_acoustic_052-057-100,57,mallet
vocal_acoustic_023-045-075,45,vocal
mallet_acoustic_064-101-025,101,mallet
guitar_electronic_000-023-100,23,guitar
guitar_electronic_001-033-127,33,guitar
vocal_synthetic_002-028-075,28,vocal
keyboard_synthetic_006-040-127,40,keyboard
bass_synthetic_090-102-025,102,bass
bass_synthetic_030-107-050,107,bass
mallet_synthetic_001-095-075,95,mallet
keyboard_electronic_109-105-075,105,keyboard
keyboard_electronic_052-080-075,80,keyboard
mallet_acoustic_019-107-025,107,mallet
bass_synthetic_043-029-127,29,bass
flute_acoustic_031-076-050,76,flute
bass_synthetic_040-055-127,55,bass
keyboard_acoustic_019-101-127,101,keyboard
string_acoustic_004-083-075,83,string
keyboard_electronic_046-072-075,72,keyboard
string_acoustic_035-089-025,89,string
mallet_electronic_002-099-075,99,mallet
mallet_acoustic_028-101-127,101,mallet
keyboard_electronic_055-089-050,89,keyboard
bass_synthetic_141-081-025,81,bass
keyboard_electronic_015-036-075,36,keyboard
keyboard_synthetic_007-056-025,56,keyboard
flute_acoustic_027-062-127,62,flute
keyboard_electronic_004-076-100,76,keyboard
organ_electronic_000-065-050,65,organ
bass_electronic_029-052-075,52,bass
organ_electronic_123-090-127,90,organ
organ_electronic_012-075-050,75,organ
bass_synthetic_064-013-050,13,bass
organ_electronic_040-046-075,46,organ
mallet_acoustic_065-095-075,95,mallet
reed_acoustic_061-060-127,60,reed
keyboard_electronic_100-087-075,87,keyboard
flute_acoustic_006-058-050,58,flute
reed_acoustic_009-081-127,81,reed
bass_synthetic_094-031-100,31,bass
reed_acoustic_009-082-100,82,reed
guitar_acoustic_032-079-075,79,guitar
mallet_electronic_012-075-025,75,mallet
brass_acoustic_043-037-075,37,brass
keyboard_electronic_021-036-075,36,keyboard
reed_acoustic_021-024-127,24,reed
bass_synthetic_040-059-025,59,bass
keyboard_electronic_042-029-100,29,keyboard
keyboard_electronic_012-054-025,54,keyboard
bass_synthetic_090-107-025,107,bass
keyboard_electronic_052-083-075,83,keyboard
reed_acoustic_054-066-127,66,reed
bass_synthetic_013-099-025,99,bass
brass_acoustic_009-045-075,45,brass
keyboard_electronic_021-054-050,54,keyboard
string_acoustic_051-074-075,74,string
reed_acoustic_059-084-050,84,reed
bass_synthetic_004-039-025,39,bass
guitar_electronic_008-075-025,75,guitar
organ_electronic_101-084-100,84,organ
brass_acoustic_065-084-050,84,brass
organ_electronic_074-081-127,81,organ
organ_electronic_050-079-100,79,organ
guitar_electronic_017-086-100,86,guitar
mallet_synthetic_004-033-050,33,mallet
keyboard_electronic_102-097-025,97,keyboard
flute_acoustic_013-101-075,101,flute
mallet_acoustic_018-069-075,69,mallet
